,Black Total Pop,Population Total,White Population Total,Zip,Percentage Black Residents,Percentage POC Residents,Percentage White Residents,% of Home Purchases by Investors,% of Low-Priced Homes Purchased by Investors,Time Period
2092,703,8573,7821,30145,0.08200163303394378,0.08771725183716317,0.9122827481628368,0.1289701666666667,0.19828926666666669,2005-2009
2093,7800,43044,31943,30152,0.18120992472818512,0.25789889415481837,0.7421011058451816,0.06554434,0.14884698000000002,2005-2009
2094,7914,47978,39043,30157,0.16495060235941472,0.18623118929509364,0.8137688107049064,0.10576132,0.1608156,2005-2009
2095,8900,35024,24606,30161,0.25411146642302423,0.29745317496573775,0.7025468250342622,0.10140418,0.16862934000000002,2005-2009
2096,4793,39829,30436,30165,0.12033945115368198,0.23583318687388588,0.7641668131261141,0.07402956,0.18633175999999999,2005-2009
2097,16697,26365,7446,30168,0.6333017257728049,0.7175801251659397,0.2824198748340603,0.10488497999999999,0.13963744,2005-2009
2098,2188,17125,14893,30179,0.12776642335766422,0.13033576642335765,0.8696642335766424,0.10956831999999998,0.14040412,2005-2009
2099,8890,34868,24617,30180,0.2549615693472525,0.29399449351841234,0.7060055064815877,0.13246078,0.22041326,2005-2009
2100,1654,9039,7281,30187,0.18298484345613453,0.1944905409890475,0.8055094590109525,0.14085483333333335,0.24857490000000002,2005-2009
2101,4362,54784,45860,30188,0.07962178738317757,0.16289427570093462,0.8371057242990654,0.05992238000000001,0.17200234,2005-2009
2102,2615,36573,32543,30189,0.07150083394854127,0.1101905777486124,0.8898094222513876,0.0559236,0.16669506,2005-2009
2103,23172,29804,5409,30213,0.7774795329485975,0.8185142933834384,0.18148570661656155,0.07640274,0.177988,2005-2009
2104,12332,29633,15316,30214,0.41615766206594,0.48314379239361527,0.5168562076063847,0.055346240000000005,0.1503633,2005-2009
2105,7719,32963,23286,30215,0.23417164699814944,0.2935715802566514,0.7064284197433486,0.049286579999999997,0.12921764,2005-2009
2106,14237,36103,20406,30223,0.3943439603357062,0.43478381297953084,0.5652161870204692,0.10488199999999999,0.119971,2005-2009
2107,6637,24420,17351,30224,0.2717854217854218,0.28947583947583944,0.7105241605241606,0.117003675,0.1403769,2005-2009
2108,21781,38220,14894,30228,0.5698848770277342,0.6103087388801675,0.38969126111983254,0.09708441999999999,0.15219549999999998,2005-2009
2109,5091,22592,17138,30233,0.22534525495750707,0.24141288951841355,0.7585871104815864,0.07224912,0.0984882,2005-2009
2110,26940,45482,13847,30236,0.5923222373686293,0.6955498878677279,0.30445011213227213,0.06389204000000001,0.09249578,2005-2009
2111,26620,36055,6612,30238,0.7383164609624185,0.8166135071418665,0.1833864928581334,0.09465551999999999,0.12237422,2005-2009
2112,5482,22702,16884,30248,0.24147652189234428,0.2562769800017619,0.7437230199982381,0.08913614,0.16387692,2005-2009
2113,9178,42631,32335,30252,0.21528934343552814,0.24151439093617322,0.7584856090638268,0.10493890000000002,0.23325926,2005-2009
2114,27343,55082,23464,30253,0.4964053592825242,0.5740169202280236,0.4259830797719763,0.09307030000000001,0.1897937,2005-2009
2115,14175,26417,6353,30260,0.5365862891319984,0.7595109209978423,0.2404890790021577,0.0955357,0.1117678,2005-2009
2116,14323,53458,37383,30263,0.2679299637098283,0.30070335590557074,0.6992966440944293,0.07152584000000001,0.12391336,2005-2009
2117,5390,33695,26225,30265,0.15996438640747884,0.22169461344413122,0.7783053865558688,0.05697626,0.2502668,2005-2009
2118,3131,35018,29178,30269,0.08941115997487006,0.16677137472157177,0.8332286252784282,0.04492024,0.06555914,2005-2009
2119,10114,14029,3114,30273,0.7209352056454487,0.778031221042127,0.22196877895787298,0.0679471,0.07350866666666667,2005-2009
2120,25238,34554,6160,30274,0.7303930080453782,0.8217283093129595,0.17827169068704057,0.14520785,0.1562112,2005-2009
2121,1956,14844,12454,30276,0.13177041228779304,0.16100781460522773,0.8389921853947723,0.05245322,0.12519432,2005-2009
2122,1588,21079,18919,30277,0.07533564210825941,0.10247165425304805,0.897528345746952,0.07627702,0.30553106,2005-2009
2123,31254,66378,30244,30281,0.4708487751966013,0.5443671095845009,0.4556328904154991,0.07743910000000001,0.13827844,2005-2009
2124,32119,38575,4781,30294,0.8326377187297472,0.8760596241088788,0.1239403758911212,0.07672924,0.15290761999999997,2005-2009
2125,22378,26830,2875,30296,0.8340663436451733,0.8928438315318673,0.10715616846813268,0.0948997,0.13490736,2005-2009
2126,12327,27838,11241,30297,0.4428119836195129,0.5961994396149148,0.40380056038508516,0.15910996666666669,0.16866466666666668,2005-2009
2127,1800,21574,18773,30305,0.08343376286270511,0.129832205432465,0.870167794567535,0.09651932,0.16246868,2005-2009
2128,1170,22195,19915,30306,0.05271457535480964,0.1027258391529624,0.8972741608470376,0.07219516,0.13911352,2005-2009
2129,2991,18052,13678,30307,0.16568801240859737,0.24230002215820967,0.7576999778417903,0.0812155,0.30095489999999997,2005-2009
2130,5508,17238,9342,30308,0.31952662721893493,0.45805777932474767,0.5419422206752523,0.0572093,0.08556181999999998,2005-2009
2131,3346,21444,16053,30309,0.15603432195485917,0.2513989927252378,0.7486010072747622,0.0544862,0.09830765999999999,2005-2009
2132,26292,28660,1976,30310,0.9173761339846476,0.9310537334263782,0.06894626657362177,0.33649376000000003,0.44326592,2005-2009
2133,34224,36381,1089,30311,0.9407108105879443,0.9700667931062917,0.029933206893708254,0.27416878,0.37275276,2005-2009
2134,11040,20264,8225,30312,0.5448085274378207,0.5941077773391236,0.40589222266087643,0.11812945999999999,0.32113754,2005-2009
2135,18098,21226,2282,30314,0.852633562611891,0.8924903420333553,0.10750965796664468,0.37077208,0.45812004,2005-2009
2136,27662,34159,4478,30315,0.809801223689218,0.8689071694136246,0.13109283058637547,0.30038048,0.41266778000000004,2005-2009
2137,18941,31438,11231,30316,0.6024874355875056,0.6427571728481456,0.35724282715185446,0.16192946000000003,0.33714176,2005-2009
2138,6597,12320,5339,30317,0.5354707792207792,0.5666396103896104,0.4333603896103896,0.17402188000000002,0.40022478,2005-2009
2139,29337,51791,18291,30318,0.5664497692649302,0.6468305304010349,0.35316946959896506,0.2432764,0.41656704,2005-2009
2140,3058,38121,30725,30319,0.0802182524068099,0.19401379816898823,0.8059862018310118,0.09546108,0.14895268,2005-2009
2141,5359,27282,18530,30324,0.19642988050729418,0.32079759548420206,0.6792024045157979,0.0593084,0.05825958,2005-2009
2142,1207,23036,20679,30327,0.052396249348845285,0.10231811078312203,0.897681889216878,0.11553215000000001,0.171625625,2005-2009
2143,5304,33080,23547,30328,0.1603385731559855,0.28818016928657797,0.711819830713422,0.06813988000000001,0.08598938,2005-2009
2144,4324,27602,17091,30329,0.15665531483225853,0.3808057387145859,0.6191942612854141,0.054584333333333325,0.0353896,2005-2009
2145,57085,59633,1544,30331,0.9572719802793755,0.9741082957422903,0.025891704257709657,0.14038138,0.2882322,2005-2009
2146,3102,33447,25242,30338,0.09274374383352767,0.24531348102968875,0.7546865189703112,0.045428159999999995,0.11717465999999999,2005-2009
2147,4682,20060,12001,30339,0.2333998005982054,0.4017447657028913,0.5982552342971087,0.05013133333333333,0.0380693,2005-2009
2148,6245,31120,17632,30340,0.20067480719794345,0.4334190231362468,0.5665809768637532,0.06312772,0.08462863999999999,2005-2009
2149,5142,31865,20012,30341,0.16136827239918405,0.3719755217323082,0.6280244782676918,0.06643080000000001,0.06986318,2005-2009
2150,3415,30844,24770,30342,0.11071845415639994,0.19692646868110486,0.8030735313188951,0.09425446,0.09171936,2005-2009
2151,24858,32963,5322,30344,0.7541182537997149,0.8385462488244395,0.1614537511755605,0.23011294000000002,0.31682672,2005-2009
2152,3645,23216,16370,30345,0.1570037904893177,0.29488283942108895,0.705117160578911,0.07249733333333334,0.10178569999999999,2005-2009
2153,66393,70414,2686,30349,0.9428948788593178,0.9618541767262192,0.038145823273780785,0.09697456,0.16926071999999998,2005-2009
2154,13887,35433,18553,30350,0.39192278384556767,0.4763920638952389,0.5236079361047611,0.08869651999999999,0.12052694000000001,2005-2009
2155,12215,16580,3093,30354,0.7367310012062727,0.8134499396863691,0.1865500603136309,0.26912066,0.32795367999999997,2005-2009
2156,2091,15501,10159,30360,0.13489452293400425,0.3446229275530611,0.6553770724469389,0.046814049999999996,0.10350817500000001,2005-2009
2157,4379,28071,19470,30501,0.1559972925795305,0.3064016244522817,0.6935983755477183,0.18292026,0.24498905999999998,2005-2009
2158,2242,23086,17196,30504,0.09711513471367929,0.2551329810274625,0.7448670189725375,0.07804844,0.10276364,2005-2009
2159,625,42801,41005,30506,0.014602462559285998,0.04196163641036421,0.9580383635896358,0.11844834,0.20298487999999998,2005-2009
2160,3733,28555,21005,30507,0.13073016984766242,0.2644020311679216,0.7355979688320784,0.07339680000000001,0.11071990000000001,2005-2009
2161,147,18903,18444,30512,0.0077765434058086015,0.02428186002221866,0.9757181399777813,0.06379586000000001,0.08942478,2005-2009
2162,53,11441,11101,30513,0.004632462197360371,0.029717682020802383,0.9702823179791976,0.10026315999999999,0.11780504,2005-2009
2163,559,12403,11360,30517,0.04506974119164718,0.08409255825203577,0.9159074417479642,0.13654898000000001,0.35131828,2005-2009
2164,5399,46611,35072,30518,0.11583102701079144,0.2475595889382335,0.7524404110617665,0.08731254000000001,0.21469330000000003,2005-2009
2165,6712,42073,30283,30519,0.15953224158011076,0.2802272241104746,0.7197727758895254,0.09974954,0.39067170000000007,2005-2009
2166,182,12326,11842,30523,0.014765536264806102,0.03926659094596785,0.9607334090540322,0.0900246,0.10871804,2005-2009
2167,790,22927,21876,30528,0.034457190212413315,0.045841147991451114,0.9541588520085489,0.06368116,0.1112749,2005-2009
2168,252,27856,26535,30534,0.009046524985640436,0.047422458357265884,0.9525775416427341,0.10797179999999999,0.1925952,2005-2009
2169,52,8129,7918,30536,0.006396850781153893,0.025956452208143688,0.9740435477918563,0.10788582500000002,0.14303957499999997,2005-2009
2170,330,18285,16390,30540,0.01804757998359311,0.10363686081487555,0.8963631391851244,0.12201356,0.17977162,2005-2009
2171,2184,34717,30011,30542,0.06290866146268399,0.13555318719935483,0.8644468128006452,0.10750588000000001,0.26225354,2005-2009
2172,676,17075,15750,30548,0.0395900439238653,0.07759882869692536,0.9224011713030746,0.08879704,0.25181778,2005-2009
2173,2371,23020,19765,30549,0.10299739357080799,0.14139878366637704,0.858601216333623,0.12275155999999998,0.28567906,2005-2009
2174,9,3961,3821,30559,0.0022721534965917697,0.035344609946983074,0.9646553900530169,0.10294770000000002,0.11865079999999999,2005-2009
2175,8,4075,4034,30560,0.00196319018404908,0.010061349693251564,0.9899386503067484,0.103897875,0.09777237500000001,2005-2009
2176,9762,22062,11389,30601,0.44248028283927116,0.4837730033541837,0.5162269966458163,0.16433565999999997,0.21968080000000004,2005-2009
2177,8261,39682,27663,30605,0.208180031248425,0.3028829192077013,0.6971170807922987,0.07829855999999999,0.15203444000000002,2005-2009
2178,9964,41582,28684,30606,0.23962291376076186,0.3101822904141215,0.6898177095858785,0.09535811999999999,0.17716502,2005-2009
2179,3134,11649,8060,30607,0.26903596875268265,0.30809511546055457,0.6919048845394454,0.110717575,0.18821322499999998,2005-2009
2180,1627,12669,10643,30620,0.12842371142158024,0.15991790985871024,0.8400820901412898,0.076376425,0.12904187499999997,2005-2009
2181,1417,9966,8029,30622,0.14218342364037728,0.19436082681115796,0.805639173188842,0.07200799999999999,0.19767563999999999,2005-2009
2182,5476,15786,9996,30635,0.3468896490561257,0.36678069175218553,0.6332193082478145,0.0872776,0.12129736666666667,2005-2009
2183,3618,11110,6896,30642,0.32565256525652564,0.37929792979297927,0.6207020702070207,0.13527518,0.21437570000000003,2005-2009
2184,7034,23581,16261,30655,0.2982909969891014,0.3104194054535431,0.6895805945464569,0.13793803999999998,0.22017154,2005-2009
2185,2350,15400,12372,30656,0.1525974025974026,0.1966233766233766,0.8033766233766234,0.11393754,0.22389260000000002,2005-2009
2186,872,16841,15262,30677,0.051778397957365954,0.09375927795261563,0.9062407220473844,0.06168412000000001,0.17295732000000003,2005-2009
2187,5635,39414,31053,30680,0.1429695032222053,0.21213274471000154,0.7878672552899985,0.09882736,0.17496328,2005-2009
2188,2554,39738,34062,30701,0.06427097488550003,0.14283557300317073,0.8571644269968293,0.0960995,0.2546182,2005-2009
2189,604,33511,31923,30705,0.018023932440094297,0.04738742502461879,0.9526125749753812,0.07776662000000001,0.14005524,2005-2009
2190,2309,28613,24023,30720,0.08069758501380492,0.16041659385593965,0.8395834061440604,0.07779074,0.17911362,2005-2009
2191,2363,52727,46219,30721,0.044815749046977826,0.12342822462874803,0.876571775371252,0.0936726,0.21360744,2005-2009
2192,1129,42075,39388,30736,0.02683303624480095,0.06386215092097447,0.9361378490790255,0.16107211999999999,0.30164219999999997,2005-2009
2193,6467,42124,32829,30809,0.15352293229512867,0.22065805716456177,0.7793419428354382,0.17757648,0.74684136,2005-2009
2194,7443,34833,24883,30813,0.21367668590130048,0.2856486664944162,0.7143513335055838,0.21092934000000002,0.74136914,2005-2009
2195,8803,50902,37974,30907,0.17294015952221917,0.2539782326824094,0.7460217673175906,0.0570935,0.22464552,2005-2009
2196,4793,17359,11440,31005,0.2761103750216026,0.3409758626649001,0.6590241373350999,0.1455932,0.54046394,2005-2009
2197,10127,22287,11709,31015,0.45439045183290705,0.47462646385785434,0.5253735361421457,0.16095028,0.10290244,2005-2009
2198,2935,14282,11212,31032,0.20550343089203194,0.2149558885310181,0.7850441114689819,0.15489682,0.3062099,2005-2009
2199,1505,11506,9190,31047,0.130801321049887,0.20128628541630456,0.7987137145836954,0.16814372,0.53127016,2005-2009
2200,6967,20918,13096,31069,0.33306243426713833,0.37393632278420497,0.626063677215795,0.13440226,0.2844622,2005-2009
2201,14696,49303,30659,31088,0.2980751678396852,0.3781514309474069,0.6218485690525931,0.11690597999999999,0.33277882,2005-2009
2202,12819,30258,15348,31093,0.42365655363870713,0.4927622446956177,0.5072377553043823,0.12758456,0.19474146,2005-2009
2203,18907,30264,10808,31204,0.624735659529474,0.6428760243193232,0.3571239756806767,0.112384225,0.23042220000000002,2005-2009
2204,22929,29590,6253,31206,0.7748901655964853,0.7886786076377155,0.21132139236228456,0.19530822,0.28599673999999997,2005-2009
2205,8206,31849,21810,31210,0.25765330151653115,0.3152061289208452,0.6847938710791548,0.06131188,0.24580950000000001,2005-2009
2206,8703,16038,6942,31211,0.542648709315376,0.5671530115974561,0.43284698840254393,0.12439852,0.25593509999999997,2005-2009
2207,3919,17278,12620,31216,0.2268202338233592,0.2695913878921171,0.7304086121078829,0.08144292,0.28230940000000004,2005-2009
2208,12263,18500,6060,31217,0.6628648648648648,0.6724324324324324,0.32756756756756755,0.19241624000000002,0.30250528,2005-2009
2209,4294,13286,8456,31220,0.32319735059461085,0.3635405690200211,0.6364594309799789,0.07306986,0.31905038,2005-2009
2210,21627,31798,9285,31404,0.680137115541858,0.7080005031763004,0.2919994968236996,0.145342825,0.179937475,2005-2009
2211,16899,36224,18281,31405,0.4665139134275618,0.49533458480565373,0.5046654151943463,0.12006940000000002,0.24429698000000002,2005-2009
2212,13553,34960,19794,31406,0.38767162471395883,0.4338100686498856,0.5661899313501144,0.0760141,0.11485590000000001,2005-2009
2213,1083,24100,21112,31410,0.044937759336099586,0.12398340248962658,0.8760165975103734,0.0382427,0.07602852000000002,2005-2009
2214,103,7880,7545,31411,0.013071065989847716,0.042512690355329896,0.9574873096446701,0.09017344999999999,0.6111111,2005-2009
2215,21653,57023,31657,31419,0.37972397102923383,0.4448380478052716,0.5551619521947284,0.0808245,0.1881148,2005-2009
2216,21231,34718,12578,31601,0.611527161702863,0.6377095454807304,0.36229045451926956,0.23169668000000004,0.2356485,2005-2009
2217,11624,34475,20956,31602,0.3371718636693256,0.39213923132704853,0.6078607686729515,0.14654118,0.32171094,2005-2009
2218,6243,21616,13900,31605,0.2888138415988157,0.3569578090303479,0.6430421909696521,0.14852996000000002,0.5095314400000001,2005-2009
2219,6631,18827,11739,31750,0.352206936846019,0.376480586391884,0.623519413608116,0.11944328,0.15627786,2005-2009
2220,8030,23965,14775,31768,0.33507197997079075,0.38347590235760487,0.6165240976423951,0.09748880000000001,0.14706921999999997,2005-2009
2221,11092,23982,12151,31792,0.46251355183053955,0.49332832958051875,0.5066716704194812,0.14356770000000002,0.15547088,2005-2009
2222,1073,29656,26423,32003,0.036181548421904505,0.109016725114648,0.890983274885352,0.055441700000000003,0.18608755,2005-2009
2223,726,14162,13058,32011,0.05126394577037142,0.07795509108882925,0.9220449089111707,0.07214335,0.0910917,2005-2009
2224,1809,19395,16630,32024,0.09327146171693736,0.14256251611240012,0.8574374838875999,0.09370136,0.17014794000000003,2005-2009
2225,5075,22680,16706,32025,0.22376543209876543,0.2634038800705467,0.7365961199294533,0.08369312,0.14380004000000002,2005-2009
2226,2474,31636,28260,32034,0.07820204829940575,0.10671387027437096,0.893286129725629,0.09204874,0.18889828000000003,2005-2009
2227,349,8597,7919,32038,0.04059555658950797,0.07886472025125046,0.9211352797487495,0.07331599999999999,0.1100409,2005-2009
2228,2542,24671,21382,32043,0.10303595314336671,0.13331441773742447,0.8666855822625755,0.09132451999999999,0.22714730000000002,2005-2009
2229,5348,16956,10998,32055,0.31540457655107335,0.35138004246284504,0.648619957537155,0.086267525,0.09758517500000001,2005-2009
2230,6678,35949,25710,32065,0.1857631644830176,0.28482016189601933,0.7151798381039807,0.056200320000000005,0.17821715999999999,2005-2009
2231,4943,50917,43431,32068,0.09707956085393876,0.14702358740695642,0.8529764125930436,0.09121472,0.19767275999999998,2005-2009
2232,6123,38509,28836,32073,0.15900179178893245,0.2511880339660858,0.7488119660339142,0.054139599999999996,0.12956148,2005-2009
2233,88,21538,20693,32080,0.0040858018386108275,0.039232983563933566,0.9607670164360664,0.057490925,0.065591,2005-2009
2234,814,30325,28199,32082,0.026842539159109644,0.07010717230008245,0.9298928276999175,0.059092,0.04818976,2005-2009
2235,4870,32180,26059,32084,0.15133623368551896,0.19021131137352387,0.8097886886264761,0.0906389,0.16662714,2005-2009
2236,972,26694,24725,32086,0.03641267700606878,0.0737618940585899,0.9262381059414101,0.0551983,0.12830028,2005-2009
2237,1489,28869,26052,32092,0.05157781703557449,0.09757871765561676,0.9024212823443832,0.060313700000000005,0.24047692,2005-2009
2238,1356,16106,14266,32097,0.0841922264994412,0.11424313920278162,0.8857568607972184,0.11312274,0.27237444,2005-2009
2239,1558,8632,5491,32112,0.18049119555143653,0.36387859128822986,0.6361214087117701,0.053449675,0.07647055,2005-2009
2240,16387,32005,13309,32114,0.5120137478518981,0.5841587251991875,0.4158412748008124,0.13285134999999998,0.169020475,2005-2009
2241,7200,24421,16081,32117,0.29482822161254657,0.34150935670119975,0.6584906432988002,0.10743965,0.14603465,2005-2009
2242,335,15977,14877,32118,0.020967640983914376,0.06884897039494275,0.9311510296050572,0.081711,0.08834159999999999,2005-2009
2243,2885,20934,16768,32119,0.13781408235406517,0.19900640107002965,0.8009935989299704,0.055355560000000005,0.06845897999999999,2005-2009
2244,904,29804,27963,32127,0.030331499127633874,0.06177023218359956,0.9382297678164004,0.06505774,0.12513385999999999,2005-2009
2245,613,16895,15446,32128,0.03628292394199467,0.08576501923646052,0.9142349807635395,0.0291644,0.07601495000000001,2005-2009
2246,1288,20669,18538,32129,0.06231554501911075,0.10310126276065601,0.896898737239344,0.039765075,0.056373150000000004,2005-2009
2247,150,7002,6492,32132,0.021422450728363324,0.07283633247643528,0.9271636675235647,0.0495113,0.050374633333333335,2005-2009
2248,42,7452,7252,32134,0.005636070853462158,0.026838432635534093,0.9731615673644659,0.0508429,0.042543479999999995,2005-2009
2249,53,7358,7280,32136,0.007203044305517803,0.010600706713780883,0.9893992932862191,0.09197166666666666,0.10876886666666667,2005-2009
2250,3683,38214,31698,32137,0.09637829067880882,0.17051342439943473,0.8294865756005653,0.08009518000000002,0.1782575,2005-2009
2251,992,17797,16464,32141,0.05573973141540709,0.07490026408945327,0.9250997359105467,0.04932342,0.09960846,2005-2009
2252,546,10212,9528,32148,0.05346650998824912,0.06698002350176269,0.9330199764982373,0.079679775,0.108922125,2005-2009
2253,1008,29898,28294,32159,0.03371462974111981,0.05364907351662318,0.9463509264833768,0.03760086,0.041383779999999995,2005-2009
2254,716,52224,50853,32162,0.01371017156862745,0.02625229779411764,0.9737477022058824,0.02799098,0.02949594,2005-2009
2255,7490,43909,33472,32164,0.1705800633127605,0.23769614429843544,0.7623038557015646,0.08179724,0.22275028000000002,2005-2009
2256,1702,24777,22696,32168,0.06869273923396699,0.08398918351697138,0.9160108164830286,0.0704672,0.12165132000000001,2005-2009
2257,86,10340,10162,32169,0.008317214700193424,0.017214700193423638,0.9827852998065764,0.08246096,0.08917043999999999,2005-2009
2258,3105,47619,41617,32174,0.06520506520506521,0.12604212604212606,0.8739578739578739,0.0549835,0.10113628000000001,2005-2009
2259,170,14164,13446,32176,0.012002259248799774,0.05069189494493076,0.9493081050550692,0.049480800000000005,0.05767276,2005-2009
2260,7537,26613,18363,32177,0.28320745500319394,0.30999887273137183,0.6900011272686282,0.07202844,0.1374155,2005-2009
2261,98,6865,6623,32179,0.014275309541150765,0.035251274581209024,0.964748725418791,0.12087026666666666,0.17695953333333334,2005-2009
2262,69,5800,5586,32189,0.01189655172413793,0.03689655172413797,0.963103448275862,0.05961513333333333,0.08877163333333334,2005-2009
2263,7495,29068,19804,32205,0.25784367689555526,0.3187009770194028,0.6812990229805972,0.1336579,0.200201925,2005-2009
2264,13232,17255,3564,32206,0.7668501883512026,0.7934511735728774,0.20654882642712258,0.21904534999999997,0.242916325,2005-2009
2265,6329,33476,23927,32207,0.18906081969171945,0.28524913370773086,0.7147508662922691,0.09634026,0.158078,2005-2009
2266,24670,30170,5141,32208,0.8176997016904209,0.8295989393437189,0.17040106065628108,0.179518775,0.20932584999999998,2005-2009
2267,32571,33519,830,32209,0.9717175333393001,0.9752379247590919,0.024762075240908142,0.2707152,0.2917153,2005-2009
2268,21755,60495,34903,32210,0.3596164972311761,0.42304322671295147,0.5769567732870485,0.09640122,0.15525683999999998,2005-2009
2269,11578,31225,18045,32211,0.3707926341072858,0.422097678142514,0.577902321857486,0.14662509999999998,0.22864500000000001,2005-2009
2270,7288,35589,25336,32216,0.20478237657703222,0.2880946359830284,0.7119053640169716,0.037000275,0.0939284,2005-2009
2271,3708,20074,14353,32217,0.18471654876955265,0.2849955165886221,0.7150044834113779,0.037853225,0.05526495,2005-2009
2272,28540,56734,26129,32218,0.5030493178693553,0.5394472450382486,0.46055275496175135,0.10719263999999999,0.2587833,2005-2009
2273,2099,13628,11050,32220,0.15402113296154976,0.1891693572057529,0.8108306427942471,0.09085452499999999,0.1714175,2005-2009
2274,7652,30216,19853,32221,0.2532433148001059,0.34296399258670907,0.6570360074132909,0.06063256,0.19683678,2005-2009
2275,1188,24788,21941,32223,0.047926416007745685,0.11485396159431982,0.8851460384056802,0.04565392,0.08544902,2005-2009
2276,3388,37563,30939,32224,0.09019513883342652,0.1763437425125789,0.8236562574874211,0.044274759999999996,0.09904942,2005-2009
2277,9936,51807,36410,32225,0.19178875441542648,0.2971992201826008,0.7028007798173992,0.0500401,0.12917048,2005-2009
2278,2657,16959,13154,32226,0.15667197358334808,0.2243646441417536,0.7756353558582464,0.0449071,0.17474979999999998,2005-2009
2279,3579,23382,18659,32233,0.15306646138054913,0.20199298605765115,0.7980070139423489,0.058303860000000006,0.09427368,2005-2009
2280,24104,60912,31378,32244,0.3957184134489099,0.4848634095087996,0.5151365904912004,0.08671187999999999,0.17831771999999999,2005-2009
2281,9217,50078,34422,32246,0.1840528775110827,0.3126322936219498,0.6873677063780502,0.0689792,0.1702606,2005-2009
2282,1582,25829,23191,32250,0.06124898370049169,0.10213326106314613,0.8978667389368539,0.06233116,0.08891871999999999,2005-2009
2283,7337,13042,5359,32254,0.5625670909369729,0.5890967642999541,0.410903235700046,0.1847619,0.1851852,2005-2009
2284,7360,40377,26899,32256,0.18228199222329544,0.33380389825890977,0.6661961017410902,0.019499080000000002,0.035011339999999995,2005-2009
2285,4661,36387,29296,32257,0.12809519883474868,0.19487729134031384,0.8051227086596862,0.05296472000000001,0.12799824,2005-2009
2286,2411,28595,21725,32258,0.08431543976219619,0.24025179227137616,0.7597482077286238,0.02843424,0.0993454,2005-2009
2287,2286,41192,36763,32259,0.05549621285686541,0.10752087784035735,0.8924791221596426,0.06531442,0.19613642,2005-2009
2288,11144,29129,16181,32277,0.3825740670809159,0.44450547564283016,0.5554945243571698,0.06837676,0.1324867,2005-2009
2289,14420,29062,13496,32301,0.4961805794508293,0.5356135159314569,0.4643864840685431,0.07240252,0.13925959999999998,2005-2009
2290,16813,47734,29409,32303,0.3522227343193531,0.3838982695772405,0.6161017304227595,0.061692380000000005,0.13312224,2005-2009
2291,17507,47789,27538,32304,0.36633953420243154,0.423758605536839,0.576241394463161,0.104236,0.11748529999999999,2005-2009
2292,12473,20739,7694,32305,0.6014272626452577,0.6290081488982111,0.3709918511017889,0.1379122,0.20257646666666665,2005-2009
2293,5495,22440,15260,32308,0.24487522281639929,0.31996434937611407,0.6800356506238859,0.081408375,0.28681695,2005-2009
2294,4461,31358,25434,32309,0.14226034823649467,0.18891510938197587,0.8110848906180241,0.04433462,0.11736131999999999,2005-2009
2295,8432,17119,7630,32310,0.4925521350546177,0.5542963958175127,0.4457036041824873,0.12962128,0.16279764,2005-2009
2296,4766,19338,12781,32311,0.2464577515772055,0.3390733271279346,0.6609266728720654,0.077091725,0.1747718,2005-2009
2297,3551,31686,26045,32312,0.11206842138483873,0.1780281512339834,0.8219718487660166,0.09232646,0.33020008000000006,2005-2009
2298,2130,13617,10426,32317,0.15642211940956158,0.23433942865535728,0.7656605713446427,0.06151175,0.210703125,2005-2009
2299,4735,27611,22232,32327,0.171489623700699,0.19481366122197674,0.8051863387780233,0.13364439999999997,0.24802172000000003,2005-2009
2300,56,2893,2811,32328,0.01935706878672658,0.028344279294849617,0.9716557207051504,0.1037037,0.2,2005-2009
2301,3830,12044,7859,32348,0.3180006642311524,0.34747592162072405,0.652524078379276,0.054740699999999996,0.04535962,2005-2009
2302,11186,19715,7329,32351,0.5673852396652295,0.6282525995434949,0.3717474004565052,0.0936432,0.11321545,2005-2009
2303,6389,23355,15351,32401,0.2735602654677799,0.3427103403982017,0.6572896596017983,0.08624288,0.10099234000000001,2005-2009
2304,5134,37514,29644,32404,0.13685557391907022,0.20978834568427784,0.7902116543157222,0.06926314,0.11666847999999999,2005-2009
2305,4998,31455,24838,32405,0.15889365760610397,0.21036401208075028,0.7896359879192497,0.06836590000000001,0.13731072,2005-2009
2306,565,9699,8736,32407,0.05825342818847304,0.09928858645221161,0.9007114135477884,0.08924442,0.13110855999999999,2005-2009
2307,636,15997,14993,32408,0.03975745452272301,0.06276176783146836,0.9372382321685316,0.08945666000000001,0.06328736,2005-2009
2308,554,13528,12295,32413,0.04095209934949734,0.09114429331756357,0.9088557066824364,0.10200777999999999,0.08923444,2005-2009
2309,2584,16945,13737,32428,0.15249336087341397,0.18931838300383597,0.810681616996164,0.043830299999999996,0.042253900000000004,2005-2009
2310,1888,16379,13280,32433,0.11526955247573112,0.18920569021307776,0.8107943097869222,0.11322674999999999,0.12156115,2005-2009
2311,197,8107,7340,32439,0.02429998766498088,0.09460959664487478,0.9053904033551252,0.13327594,0.17303105999999996,2005-2009
2312,2295,19971,16910,32444,0.1149166291122127,0.15327224475489465,0.8467277552451054,0.06468318,0.15388624,2005-2009
2313,1334,7276,5756,32456,0.18334249587685542,0.2089059923034634,0.7910940076965366,0.1050446,0.0688781,2005-2009
2314,99,12446,11547,32459,0.007954362847501206,0.07223204242326853,0.9277679575767315,0.1556766,0.14262760000000002,2005-2009
2315,0,26,26,32461,0.0,0.0,1.0,0.20626090000000002,0.19379744,2005-2009
