,Black Total Pop,Population Total,White Population Total,Zip,Percentage Black Residents,Percentage POC Residents,Percentage White Residents,% of Home Purchases by Investors,% of Low-Priced Homes Purchased by Investors,Time Period
103,845,15128,12730,02189,0.055856689582231625,0.15851401374933893,0.8414859862506611,0.0751357,0.09192183333333333,2005-2009
104,508,16667,15096,02190,0.030479390412191755,0.0942581148377033,0.9057418851622967,0.047276250000000006,0.050621799999999995,2005-2009
105,27157,59275,25226,02301,0.4581526781948545,0.5744242935470265,0.42557570645297343,0.11391559999999998,0.11892494000000002,2005-2009
106,12491,34992,19873,02302,0.35696730681298583,0.432070187471422,0.567929812528578,0.09928749999999999,0.099390075,2005-2009
107,2356,26931,23697,02324,0.0874828264824923,0.12008466079982172,0.8799153392001783,0.04995015,0.05911085,2005-2009
108,116,15208,14832,02332,0.007627564439768543,0.0247238295633877,0.9752761704366123,0.06243595,0.1454899,2005-2009
109,47,13996,13567,02333,0.003358102314947128,0.030651614747070566,0.9693483852529294,0.11811645,0.18344155,2005-2009
110,54,14120,13598,02339,0.003824362606232295,0.03696883852691213,0.9630311614730879,0.0751632,0.19281014999999999,2005-2009
111,564,23541,22310,02346,0.02395820058621129,0.052291746314939935,0.9477082536850601,0.08162596,0.10708807999999999,2005-2009
112,110,10933,10581,02347,0.010061282356169396,0.032196103539742116,0.9678038964602579,0.0906606,0.13508386666666666,2005-2009
113,458,16081,15098,02351,0.028480815869659847,0.061128039301038495,0.9388719606989615,0.08398140000000001,0.11782244,2005-2009
114,532,12923,12010,02356,0.041166911707807785,0.07064923005494084,0.9293507699450592,0.097743625,0.333333325,2005-2009
115,240,18006,17233,02359,0.013328890369876709,0.04293013439964455,0.9570698656003555,0.05152462,0.07447658,2005-2009
116,1803,57275,53573,02360,0.03147970318638149,0.06463553033609781,0.9353644696639022,0.07175664000000001,0.09999096,2005-2009
117,326,12846,12145,02364,0.02537754943172972,0.05456951580258451,0.9454304841974155,0.057000325,0.077289875,2005-2009
118,15087,33265,13621,02368,0.4535397565008267,0.5905305877047948,0.40946941229520517,0.06010882000000001,0.07255768,2005-2009
119,858,17616,16248,02370,0.048705722070844684,0.07765667574931878,0.9223433242506812,0.05388893333333333,0.05982033333333333,2005-2009
120,146,14643,14012,02382,0.009970634432834802,0.043092262514512036,0.956907737485488,0.056056625,0.06173814999999999,2005-2009
121,112,13947,10242,02420,0.00803040080304008,0.2656485265648526,0.7343514734351474,0.12059365,0.15555555000000001,2005-2009
122,364,18359,13436,02421,0.019826787951413474,0.26815186012310044,0.7318481398768996,0.0891089,0.1428571,2005-2009
123,887,20723,16395,02445,0.04280268300921681,0.2088500699705641,0.7911499300294359,0.0611022,0.12973713333333334,2005-2009
124,704,28796,22269,02446,0.02444783997777469,0.22666342547576057,0.7733365745242394,0.04985722,0.07781146,2005-2009
125,1087,17454,13274,02451,0.062277987853787097,0.2394866506244987,0.7605133493755013,0.06033538000000001,0.07427304,2005-2009
126,2057,28959,21793,02453,0.07103145826858662,0.24745329603922783,0.7525467039607722,0.04096862,0.0453002,2005-2009
127,741,18519,14089,02459,0.04001295966304876,0.2392137804417085,0.7607862195582915,0.0732601,0.125,2005-2009
128,1164,23724,18624,02467,0.049064238745574106,0.2149721800708143,0.7850278199291857,0.091502325,0.08562977499999999,2005-2009
129,1215,32943,27639,02472,0.036881886895546855,0.16100537291685635,0.8389946270831437,0.0352423,0.056971350000000004,2005-2009
130,807,27113,22911,02474,0.029764319699037364,0.15498100542175341,0.8450189945782466,0.027405933333333337,0.04900793333333334,2005-2009
131,255,16615,14347,02476,0.01534757749021968,0.13650315979536565,0.8634968402046344,0.0426759,0.07334840000000001,2005-2009
132,748,25110,20671,02478,0.029788928713659898,0.1767821585025886,0.8232178414974114,0.048333675,0.141071425,2005-2009
133,427,16320,13659,02481,0.02616421568627451,0.16305147058823533,0.8369485294117647,0.1501637,0.55,2005-2009
134,187,11204,9509,02482,0.016690467690110674,0.15128525526597647,0.8487147447340235,0.1875,0.2,2005-2009
135,500,20163,18191,02492,0.02479789713832267,0.0978029063135446,0.9021970936864554,0.12777165000000001,0.32467535000000003,2005-2009
136,370,11857,11246,02532,0.031205195243316185,0.051530741334232966,0.948469258665767,0.121892925,0.110738375,2005-2009
137,1267,19060,16622,02536,0.06647429171038825,0.12791185729275967,0.8720881427072403,0.07927102500000001,0.071978975,2005-2009
138,270,8710,7688,02540,0.030998851894374284,0.11733639494833525,0.8826636050516647,0.09731136,0.09977636,2005-2009
139,1185,10154,8529,02554,0.11670277723064802,0.16003545400827257,0.8399645459917274,0.2150776,0.4545455,2005-2009
140,19,9972,9677,02563,0.0019053349378259125,0.029582831929402365,0.9704171680705976,0.083519,0.099701125,2005-2009
141,577,10490,8912,02571,0.055004766444232606,0.15042897998093419,0.8495710200190658,0.082406775,0.091319375,2005-2009
142,1471,14252,11495,02601,0.10321358405837777,0.1934465338198148,0.8065534661801852,0.0899332,0.08554458000000001,2005-2009
143,94,9736,9544,02631,0.009654889071487264,0.019720624486442073,0.9802793755135579,0.06732676,0.08603882,2005-2009
144,161,11294,10776,02632,0.01425535682663361,0.04586506109438637,0.9541349389056136,0.07095464,0.084465,2005-2009
145,304,3846,3454,02633,0.07904316172646905,0.10192407696307848,0.8980759230369215,0.13940362,0.14506502,2005-2009
146,0,4903,4832,02642,0.0,0.014480930042830908,0.9855190699571691,0.06255097500000001,0.053422125,2005-2009
147,261,9668,9004,02645,0.026996276375672323,0.06868018204385606,0.9313198179561439,0.084761875,0.11080642499999999,2005-2009
148,265,13988,12800,02649,0.018944809837003144,0.08492993994852727,0.9150700600514727,0.08518472,0.08870673999999999,2005-2009
149,61,5978,5889,02653,0.01020408163265306,0.014887922382067598,0.9851120776179324,0.10616356666666667,0.06626136666666667,2005-2009
150,144,2959,2624,02657,0.04866508955728287,0.11321392362284555,0.8867860763771545,0.059679625,0.0923171,2005-2009
151,190,9342,8776,02664,0.020338257332476985,0.06058659815885248,0.9394134018411475,0.09744807500000001,0.124304175,2005-2009
152,311,8574,8041,02673,0.03627245159785398,0.062164683928154885,0.9378353160718451,0.06603502,0.05662956,2005-2009
153,108,6345,6147,02675,0.01702127659574468,0.031205673758865293,0.9687943262411347,0.07034995000000001,0.0970176,2005-2009
154,2688,43774,38071,02703,0.061406314250468316,0.1302828162836387,0.8697171837163613,0.06283269999999999,0.1247902,2005-2009
155,149,15971,15061,02719,0.009329409554818108,0.05697827312003001,0.94302172687997,0.06140804,0.11556206,2005-2009
156,1569,31091,27362,02720,0.050464764722910165,0.119938245794603,0.880061754205397,0.058372860000000006,0.07164883999999999,2005-2009
157,235,15633,14953,02726,0.01503230346062816,0.0434977291626687,0.9565022708373313,0.049416499999999995,0.08492825000000001,2005-2009
158,5025,43513,29348,02740,0.11548272929928986,0.3255348976168042,0.6744651023831958,0.10079880000000001,0.12927136,2005-2009
159,841,24641,22159,02745,0.03413010835599205,0.10072643155716088,0.8992735684428391,0.060742725,0.11655442500000002,2005-2009
160,1108,22790,20426,02747,0.04861781483106626,0.10372970601140852,0.8962702939885915,0.0665552,0.076614525,2005-2009
161,419,12160,11215,02748,0.03445723684210526,0.07771381578947367,0.9222861842105263,0.093662125,0.10371422500000001,2005-2009
162,601,27177,25311,02760,0.022114287816904,0.06866100011038745,0.9313389998896126,0.04951066,0.07480089999999999,2005-2009
163,365,19280,18141,02766,0.018931535269709542,0.05907676348547719,0.9409232365145228,0.06538648,0.19195626,2005-2009
164,917,13588,11727,02767,0.06748601707388872,0.13695908154253755,0.8630409184574624,0.062344166666666666,0.1842774,2005-2009
165,199,14131,13582,02771,0.014082513622532022,0.038850753662161175,0.9611492463378388,0.05771686,0.10515308000000001,2005-2009
166,109,15997,15583,02777,0.006813777583296868,0.025879852472338594,0.9741201475276614,0.05841694000000001,0.10122616,2005-2009
167,3386,49456,43691,02780,0.06846489809123261,0.1165682626981559,0.8834317373018441,0.07550708,0.11051584,2005-2009
168,92,16142,15861,02790,0.005699417668194771,0.017408003964812346,0.9825919960351877,0.10621773333333333,0.1553147666666667,2005-2009
169,388,16290,15186,02806,0.0238182934315531,0.06777163904235728,0.9322283609576427,0.0415485,0.17045455,2005-2009
170,304,22493,21451,02809,0.013515315876050326,0.046325523496198784,0.9536744765038012,0.06645024999999999,0.19500675,2005-2009
171,25,7788,7389,02813,0.0032100667693888032,0.051232665639445285,0.9487673343605547,0.0628518,0.0578704,2005-2009
172,384,32707,31763,02816,0.011740605986486073,0.028862323050111605,0.9711376769498884,0.04530704,0.06694752,2005-2009
173,360,18207,17100,02818,0.019772614928324272,0.06080079090459711,0.9391992090954029,0.067571175,0.12225747499999999,2005-2009
174,2129,23246,19599,02840,0.09158564914393874,0.15688720640110132,0.8431127935988987,0.058289475,0.108821125,2005-2009
175,1427,16045,13111,02842,0.08893736366469306,0.18286070426924272,0.8171392957307573,0.044799099999999994,0.19642854999999998,2005-2009
176,362,22487,20945,02852,0.016098190065371103,0.06857295326188462,0.9314270467381154,0.04561489999999999,0.0998366,2005-2009
177,11854,45227,25014,02860,0.2621000729652641,0.4469232980299379,0.5530767019700621,0.171800275,0.239945725,2005-2009
178,2841,26233,20829,02861,0.10829870773453285,0.20600007623985062,0.7939999237601494,0.08029383999999999,0.11021702,2005-2009
179,448,33714,31655,02864,0.013288248205493267,0.061072551462300506,0.9389274485376995,0.077802775,0.23574469999999997,2005-2009
180,478,16634,15188,02865,0.02873632319345918,0.08693038355176141,0.9130696164482386,0.045873819999999996,0.10790600000000002,2005-2009
181,322,17093,16113,02871,0.018838120868191657,0.05733341133797465,0.9426665886620254,0.0393601,0.1397448,2005-2009
182,212,15805,15404,02878,0.0134134767478646,0.025371717810819372,0.9746282821891806,0.06331605,0.070441175,2005-2009
183,563,20247,18837,02879,0.027806588630414384,0.06963994665876427,0.9303600533412357,0.061105480000000004,0.15240294000000001,2005-2009
184,74,13938,13561,02882,0.005309226574831396,0.027048357009614055,0.972951642990386,0.06684263333333333,0.10897436666666667,2005-2009
185,358,28310,25948,02886,0.012645708230307312,0.08343341575415053,0.9165665842458495,0.0461267,0.07062176,2005-2009
186,555,19843,17583,02888,0.027969561054276067,0.11389406843723227,0.8861059315627677,0.037850619999999995,0.06260744,2005-2009
187,635,28312,26648,02889,0.02242865216162758,0.05877366487708391,0.9412263351229161,0.04043005,0.050295074999999995,2005-2009
188,271,21391,20155,02891,0.012668879435276519,0.05778130989668551,0.9422186901033145,0.06786080000000001,0.11877794,2005-2009
189,1092,29489,26598,02893,0.03703075723151005,0.09803655600393368,0.9019634439960663,0.054179725,0.08664035,2005-2009
190,3938,41136,32807,02895,0.09573123298327499,0.202474718008557,0.797525281991443,0.060863020000000004,0.07281614,2005-2009
191,5086,29145,21020,02904,0.174506776462515,0.2787785211871676,0.7212214788128324,0.08988802500000001,0.13852835,2005-2009
192,5070,25041,13178,02905,0.2024679525578052,0.47374306137933786,0.5262569386206621,0.16405241999999998,0.22791908000000002,2005-2009
193,2091,28281,22460,02906,0.0739365651851066,0.20582723383190127,0.7941727661680987,0.06404505999999999,0.1288962,2005-2009
194,6766,27733,9323,02907,0.24396927847690478,0.6638300941117081,0.33616990588829193,0.21063206,0.2515893,2005-2009
195,8380,38141,20834,02908,0.2197110720746703,0.45376366639574206,0.5462363336042579,0.18793042,0.24026632,2005-2009
196,6337,43344,17750,02909,0.14620247323735697,0.5904854189737911,0.4095145810262089,0.19078027999999997,0.23595126,2005-2009
197,1278,20157,16155,02910,0.06340229200773925,0.19854144962047926,0.8014585503795207,0.08747110000000001,0.14410713333333336,2005-2009
198,1170,16014,13941,02911,0.07306107156238291,0.12944923192206814,0.8705507680779319,0.06273296666666667,0.08998329999999999,2005-2009
199,3685,22364,16642,02914,0.1647737435163656,0.2558576283312467,0.7441423716687533,0.06611832,0.08936340000000001,2005-2009
200,660,16188,14614,02915,0.040770941438102296,0.0972325179145046,0.9027674820854954,0.066799525,0.072155075,2005-2009
201,1046,29010,25755,02919,0.03605653223026543,0.11220268872802486,0.8877973112719751,0.07465663333333333,0.11381560000000002,2005-2009
202,2802,38678,31380,02920,0.07244428357205647,0.1886860747711877,0.8113139252288123,0.075624775,0.121381975,2005-2009
203,348,28841,26746,03079,0.012066155819839811,0.07263964494989772,0.9273603550501023,0.08374342,0.1779197,2005-2009
204,1525,31409,27541,03102,0.048552962526664335,0.12314941577254923,0.8768505842274508,0.07445650000000001,0.09582227500000001,2005-2009
205,2565,37301,30479,03103,0.06876491246883462,0.1828905391276373,0.8171094608723627,0.047540059999999995,0.06316572000000001,2005-2009
206,1739,32686,28903,03104,0.053203206265679495,0.11573762467111304,0.884262375328887,0.0508029,0.09095404,2005-2009
207,354,21449,20577,03110,0.016504265933143736,0.040654575970907714,0.9593454240290923,0.05925375999999999,0.17250200000000002,2005-2009
208,51,16014,15513,03246,0.0031847133757961785,0.03128512551517426,0.9687148744848257,0.07499310000000001,0.12276012499999998,2005-2009
209,311,25312,23958,03431,0.012286662452591655,0.053492414664981,0.946507585335019,0.053930525,0.067616125,2005-2009
210,280,17141,15839,01001,0.016335102969488362,0.07595822880812086,0.9240417711918791,0.03553138,0.07100328,2005-2009
211,1822,29844,23822,01002,0.06105079748023053,0.20178260286824823,0.7982173971317518,0.079901975,0.11331845,2005-2009
212,207,14774,13922,01007,0.014011100582103695,0.057668877758223935,0.9423311222417761,0.061976875,0.1366559,2005-2009
213,770,22299,18553,01013,0.034530696443786715,0.1679895959460066,0.8320104040539934,0.08052089999999999,0.13031984000000002,2005-2009
214,1313,30593,27076,01020,0.042918314647141506,0.11496093877684432,0.8850390612231557,0.05162092,0.08910986,2005-2009
215,178,17652,16312,01027,0.010083843190573306,0.0759120779515069,0.9240879220484931,0.05728377999999999,0.12096404000000001,2005-2009
216,585,15917,14928,01028,0.0367531570019476,0.062134824401583244,0.9378651755984168,0.04783882,0.1209235,2005-2009
217,2152,40079,32474,01040,0.05369395443998104,0.1897502432695427,0.8102497567304573,0.079610825,0.108908725,2005-2009
218,425,21288,20300,01056,0.019964299135663284,0.046411123637730145,0.9535888763622699,0.04573676666666667,0.08221933333333332,2005-2009
219,582,15348,13049,01060,0.03792025019546521,0.14979150377899397,0.850208496221006,0.07814752,0.07336911999999998,2005-2009
220,341,10830,9549,01062,0.03148661126500462,0.11828254847645425,0.8817174515235457,0.038961,0.1678322,2005-2009
221,760,17832,16255,01075,0.04262000897263347,0.08843651861821444,0.9115634813817856,0.055928450000000005,0.08651045,2005-2009
222,980,41121,37037,01085,0.0238321052503587,0.09931665085965813,0.9006833491403419,0.052950779999999996,0.09504348,2005-2009
223,1097,28554,24280,01089,0.03841843524549975,0.1496813055964138,0.8503186944035862,0.062276325,0.12159914999999999,2005-2009
224,352,14436,13755,01095,0.024383485730119146,0.04717373233582711,0.9528262676641729,0.06287618,0.16160172,2005-2009
